법정동,단지명,주소,세대수,준공연도,브랜드,건축유형,역세권,노선,전용면적,평형,2025.03,거래일,2024.01~03,2022.01~03,2025.05_추정_실거래가,2025.05_보정_추정실거래가,20250521호가,기준단지_평단가,보정_평단가,유사단지,대지지분,추정가,추천 태그,리포트 링크
잠원동,신반포 25차,잠원로 137,169.0,1983.0,80년대형,재건축,Y,3,84.49,34.0,33.95,2025.03,25.3,-,33.95,33.95,36,0.4018227009113505,,,,,,
잠원동,신반포 26차,잠원로4길 33-9,66.0,1984.0,80년대형,재건축,Y,"3, 7",142.54,47.0,14.5,2016.07,-,-,28.43,21.3,36,0.0,,,,,,
잠원동,신반포 26차,잠원로4길 33-10,66.0,1984.0,80년대형,재건축,Y,"3, 7",115.83,38.0,27.4,2021.07,-,-,28.43,28.43,33,0.0,,,,,,
잠원동,신반포 27차,잠원로8길 3,156.0,1985.0,80년대형,재건축,Y,3,84.49,35.0,13.975,2017.09,-,-,28.43,28.43,31,0.0,,,,,,
잠원동,신반포 27차,잠원로8길 4,156.0,1985.0,80년대형,재건축,Y,3,53.46,17.0,15,2025.03,16.9,-,15.0,15.0,25,0.28058361391694725,,,,,,
잠원동,신반포 2차,신반포로23길 41,1572.0,1978.0,80년대형,재건축,Y,"3,7,9",150.58,49.0,53.9,2024.08,-,-,28.43,28.43,74,0.0,,,,,,
잠원동,신반포 2차,신반포로23길 42,1572.0,1978.0,80년대형,재건축,Y,"3,7,9",137.66,44.0,56.5,2025.03,-,-,56.5,56.5,69,0.4104314978933605,,,,,,
잠원동,신반포 2차,신반포로23길 43,1572.0,1978.0,80년대형,재건축,Y,"3,7,9",135.97,44.0,59,2025.03,-,-,59.0,59.0,70,0.4339192468926969,,,,,,
잠원동,신반포 2차,신반포로23길 44,1572.0,1978.0,80년대형,재건축,Y,"3,7,9",107.31,34.0,48.5,2025.03,35.7,39.8,48.5,48.5,58,0.4519616065604324,,,,,,
잠원동,신반포 2차,신반포로23길 45,1572.0,1978.0,80년대형,재건축,Y,"3,7,9",93.71,30.0,30.5,2024.05,29.8,-,31.21644295302013,31.21644295302013,54,0.3331175216414484,,,,,,
잠원동,신반포 2차,신반포로23길 46,1572.0,1978.0,80년대형,재건축,Y,"3,7,9",92.2,29.0,38.5,2025.03,-,-,38.5,38.5,50,0.41757049891540127,,,,,,
잠원동,신반포 2차,신반포로23길 47,1572.0,1978.0,80년대형,재건축,Y,"3,7,9",79.42,25.0,39,2025.04,25.1,-,39.0,39.0,42,0.4910601863510451,,,,,,
잠원동,신반포 2차,신반포로23길 48,1572.0,1978.0,80년대형,재건축,Y,"3,7,9",68.91,22.0,35,2025.05,21.5,-,35.0,35.0,38.5,0.5079088666376433,,,,,,
잠원동,신반포 4차,잠원로 37-48,1212.0,1979.0,80년대형,재건축,Y,"3,7,9",155.0,51.0,59.3,2025.02,41.5,-,59.3,59.3,70,0.3825806451612903,,,,,,
잠원동,신반포 4차,잠원로 37-49,1212.0,1979.0,80년대형,재건축,Y,"3,7,9",137.1,45.0,52.5,2025.02,38.5,-,52.5,52.5,60,0.38293216630196936,,,,,,
잠원동,신반포 4차,잠원로 37-50,1212.0,1979.0,80년대형,재건축,Y,"3,7,9",108.42,35.0,32.4,2024.07,-,32.7,32.30061287251844,32.30061287251844,-,0.29792116650542744,,,,,,
잠원동,신반포 4차,잠원로 37-51,1212.0,1979.0,80년대형,재건축,Y,"3,7,9",107.39,34.0,47,2025.03,31.5,32.8,47.0,47.0,50,0.43765713753608343,,,,,,
잠원동,신반포 4차,잠원로 37-52,1212.0,1979.0,80년대형,재건축,Y,"3,7,9",106.31,34.0,27.7,2021.07,-,-,28.43,24.9,-,0.0,,,,,,
잠원동,신반포 4차,잠원로 37-53,1212.0,1979.0,80년대형,재건축,Y,"3,7,9",105.77,34.0,14.39,2016.11,-,-,28.43,32.71616541353384,-,0.0,,,,,,
잠원동,신반포 4차,잠원로 37-54,1212.0,1979.0,80년대형,재건축,Y,"3,7,9",105.44,34.0,46,2025.03,32,-,46.0,46.0,51,0.4362670713201821,,,,,,
잠원동,신반포 4차,잠원로 37-55,1212.0,1979.0,80년대형,재건축,Y,"3,7,9",105.89,34.0,39.8,2025.02,30,31.9,39.8,39.8,51,0.37586174331853806,,,,,,
잠원동,신반포 4차,잠원로 37-56,1212.0,1979.0,80년대형,재건축,Y,"3,7,9",100.11,32.0,39.8,2025.03,28.5,30.65,39.8,39.8,47,0.397562681050844,,,,,,
잠원동,신반포 4차,잠원로 37-57,1212.0,1979.0,80년대형,재건축,Y,"3,7,9",96.78,31.0,39.8,2025.02,-,-,39.8,39.8,44,0.4112419921471378,,,,,,
잠원동,신반포 4차,잠원로 37-58,1212.0,1979.0,80년대형,재건축,Y,"3,7,9",96.48,31.0,39.8,2025.03,28.2,-,39.8,39.8,47,0.4125207296849087,,,,,,
잠원동,신반포 7차,잠원로 88,320.0,1980.0,80년대형,재건축,Y,"3, 7",140.04,46.0,44,2025.03,32,-,44.0,44.0,54.5,0.31419594401599543,,,,,,
잠원동,신반포 7차,잠원로 89,320.0,1980.0,80년대형,재건축,Y,"3, 7",112.25,36.0,26.98,2024.04,26.98,-,26.98,26.98,46,0.24035634743875278,,,,,,
잠원동,신반포 7차,잠원로 90,320.0,1980.0,80년대형,재건축,Y,"3, 7",107.29,35.0,31,2024.06,26.6,-,36.127819548872175,36.127819548872175,45.5,0.33673053918232987,,,,,,
잠원동,신반포 중앙하이츠,신반포로23길 78-10,29.0,2021.0,90년대형,신축,Y,"3,7,9",84.66,32.0,-,-,-,-,0.0,0.0,-,0.0,,,,,,
잠원동,신반포 중앙하이츠,신반포로23길 78-11,29.0,2021.0,90년대형,신축,Y,"3,7,9",84.66,32.0,-,-,-,-,0.0,0.0,-,0.0,,,,,,
잠원동,신반포 중앙하이츠,신반포로23길 78-12,29.0,2021.0,90년대형,신축,Y,"3,7,9",82.63,31.0,-,-,-,-,0.0,0.0,-,0.0,,,,,,
잠원동,신반포 중앙하이츠,신반포로23길 78-13,29.0,2021.0,90년대형,신축,Y,"3,7,9",80.75,30.0,-,-,-,-,0.0,0.0,-,0.0,,,,,,
잠원동,신반포 중앙하이츠,신반포로23길 78-14,29.0,2021.0,90년대형,신축,Y,"3,7,9",74.96,28.0,19,2025.03,-,-,19.0,19.0,19,0.25346851654215585,,,,,,
잠원동,신반포 중앙하이츠,신반포로23길 78-15,29.0,2021.0,90년대형,신축,Y,"3,7,9",73.28,28.0,-,-,-,-,0.0,0.0,19,0.0,,,,,,
잠원동,신반포 중앙하이츠,신반포로23길 78-16,29.0,2021.0,90년대형,신축,Y,"3,7,9",70.11,26.0,-,-,-,-,0.0,0.0,-,0.0,,,,,,
잠원동,신반포 중앙하이츠,신반포로23길 78-17,29.0,2021.0,90년대형,신축,Y,"3,7,9",54.13,20.0,11,2024.03,11,-,11.0,11.0,-,0.20321448365047107,,,,,,
잠원동,신반포 중앙하이츠,신반포로23길 78-18,29.0,2021.0,90년대형,신축,Y,"3,7,9",53.31,20.0,13.2,2025.03,-,-,13.2,13.2,-,0.24760832864378163,,,,,,
잠원동,신반포 르엘,잠원로14길 42,330.0,2023.0,브랜드,신축,Y,"3, 신분당선",118.97,47.0,-,-,-,-,0.0,0.0,45,0.0,,,,,,
잠원동,신반포 르엘,잠원로14길 43,330.0,2023.0,브랜드,신축,Y,"3, 신분당선",107.97,42.0,-,-,-,-,0.0,0.0,50,0.0,,,,,,
잠원동,신반포 르엘,잠원로14길 44,330.0,2023.0,브랜드,신축,Y,"3, 신분당선",84.94,34.0,-,-,-,-,0.0,0.0,-,0.0,,,,,,
잠원동,신반포 르엘,잠원로14길 45,330.0,2023.0,브랜드,신축,Y,"3, 신분당선",84.92,34.0,-,-,-,-,0.0,0.0,40,0.0,,,,,,
잠원동,신반포 르엘,잠원로14길 46,330.0,2023.0,브랜드,신축,Y,"3, 신분당선",59.99,24.0,-,-,-,-,0.0,0.0,33,0.0,,,,,,
잠원동,신반포 르엘,잠원로14길 47,330.0,2023.0,브랜드,신축,Y,"3, 신분당선",49.98,30.0,-,-,-,-,0.0,0.0,-,0.0,,,,,,
잠원동,신반포 자이,잠원로 60,607.0,2018.0,브랜드,신축,Y,"3,7,9",153.98,61.0,-,-,-,-,0.0,0.0,-,0.0,,,,,,
잠원동,신반포 자이,잠원로 61,607.0,2018.0,브랜드,신축,Y,"3,7,9",114.94,45.0,49,2025.04,41,47,49.0,49.0,55,0.42630937880633374,,,,,,
잠원동,신반포 자이,잠원로 62,607.0,2018.0,브랜드,신축,Y,"3,7,9",98.45,38.0,45.5,2025.02,-,-,45.5,45.5,49,0.4621635347892331,,,,,,
잠원동,신반포 자이,잠원로 63,607.0,2018.0,브랜드,신축,Y,"3,7,9",84.87,35.0,38,2025.02,31.5,-,38.0,38.0,43,0.4477436078708613,,,,,,
잠원동,신반포 자이,잠원로 64,607.0,2018.0,브랜드,신축,Y,"3,7,9",84.92,35.0,40,2025.03,-,-,40.0,40.0,46,0.47103155911446065,,,,,,
잠원동,신반포 자이,잠원로 65,607.0,2018.0,브랜드,신축,Y,"3,7,9",84.97,34.0,37.2,2024.1,27.95,31,41.52563506261181,41.52563506261181,46.5,0.48870936874910925,,,,,,
잠원동,신반포 자이,잠원로 66,607.0,2018.0,브랜드,신축,Y,"3,7,9",84.98,33.0,39,2025.02,-,36,39.0,39.0,-,0.4589315132972464,,,,,,
잠원동,신반포 자이,잠원로 67,607.0,2018.0,브랜드,신축,Y,"3,7,9",84.97,33.0,-,-,-,-,0.0,0.0,-,0.0,,,,,,
잠원동,신반포 자이,잠원로 68,607.0,2018.0,브랜드,신축,Y,"3,7,9",59.86,26.0,30.65,2025.02,24.5,-,30.65,30.65,-,0.5120280654861343,,,,,,
잠원동,신반포 자이,잠원로 69,607.0,2018.0,브랜드,신축,Y,"3,7,9",59.93,26.0,34,2025.03,24.5,-,34.0,34.0,35,0.5673285499749708,,,,,,
잠원동,신반포 자이,잠원로 70,607.0,2018.0,브랜드,신축,Y,"3,7,9",59.35,25.0,24.2,2024.04,24.2,-,24.2,24.2,-,0.40775063184498733,,,,,,
잠원동,신반포 청구,신반포로33길 66,347.0,1998.0,90년대형,리모델링,Y,3,84.84,33.0,23.9,2024.09,-,-,28.43,28.43,33,0.0,,,,,,
잠원동,신반포 청구,신반포로33길 67,347.0,1998.0,90년대형,리모델링,Y,3,84.86,33.0,28,2025.03,22,-,28.0,28.0,32.5,0.3299552203629507,,,,,,
잠원동,신반포 청구,신반포로33길 68,347.0,1998.0,90년대형,리모델링,Y,3,59.55,24.0,22.25,2024.12,-,-,28.43,28.43,0,0.0,,,,,,
잠원동,신반포 청구,신반포로33길 69,347.0,1998.0,90년대형,리모델링,Y,3,59.91,24.0,23.5,2025.03,18.7,19.5,23.5,23.5,25.7,0.39225504924052745,,,,,,
잠원동,아크로 리버뷰,잠원로 117,595.0,2018.0,브랜드,신축,Y,3,84.82,35.0,43,2025.02,34.5,-,43.0,43.0,50,0.5069559066257958,,,,,,
잠원동,아크로 리버뷰,잠원로 118,595.0,2018.0,브랜드,신축,Y,3,84.79,35.0,47.3,2025.03,40.5,-,47.3,47.3,60,0.5578488029248732,,,,,,
잠원동,아크로 리버뷰,잠원로 119,595.0,2018.0,브랜드,신축,Y,3,78.48,33.0,41.6,2025.02,33,34,41.6,41.6,50,0.5300713557594291,,,,,,
잠원동,아크로 리버뷰,잠원로 120,595.0,2018.0,브랜드,신축,Y,3,78.5,33.0,48,2025.03,29.7,-,48.0,48.0,62,0.6114649681528662,,,,,,
잠원동,오페라하우스,신반포로23길 80,19.0,1997.0,나홀로,기축,Y,3,231.75,77.0,29.35,2022.04,-,29.35,29.35,29.35,60,0.1266450916936354,,,,,,
잠원동,오페라하우스,신반포로23길 81,19.0,1997.0,나홀로,기축,Y,3,198.04,66.0,24.5,2020.09,-,-,28.43,28.43,-,0.0,,,,,,
잠원동,오페라하우스,신반포로23길 82,19.0,1997.0,나홀로,기축,Y,3,191.74,64.0,18.7,2018.02,-,-,28.43,28.43,-,0.0,,,,,,
잠원동,유로미,신반포로45길 88,11.0,2005.0,나홀로,기축,N,"3, 신분당선",84.38,28.0,-,-,-,-,0.0,0.0,-,0.0,,,,,,
잠원동,유로미,신반포로45길 89,11.0,2005.0,나홀로,기축,N,"3, 신분당선",84.67,28.0,6,2017.06,-,-,28.43,28.43,-,0.0,,,,,,
잠원동,잠원 대우아이빌,신반포로45길 23,168.0,2001.0,나홀로,기축,Y,"3, 7",49.06,21.0,9.75,2024.02,9.75,,9.75,9.75,-,0.1987362413371382,,,,,,
잠원동,잠원 대우아이빌,신반포로45길 24,168.0,2001.0,나홀로,기축,Y,"3, 7",35.38,15.0,6.2,2024.06,-,-,28.43,24.9,7,0.0,,,,,,
잠원동,잠원 대우아이빌,신반포로45길 25,168.0,2001.0,나홀로,기축,Y,"3, 7",34.72,15.0,5.5,2024.12,-,-,28.43,32.71616541353384,7.2,0.0,,,,,,
잠원동,잠원 대우아이빌,신반포로45길 26,168.0,2001.0,나홀로,기축,Y,"3, 7",28.87,12.0,5,2024.06,-,-,28.43,28.43,-,0.0,,,,,,
잠원동,잠원 대우아이빌,신반포로45길 27,168.0,2001.0,나홀로,기축,Y,"3, 7",27.07,11.0,4.7,2024.07,-,4.9,4.635164132418275,4.635164132418275,-,0.17122881907714352,,,,,,
잠원동,잠원 동아,신반포로33길 15,991.0,2002.0,90년대형,리모델링,Y,"3, 7",84.91,32.0,33,2025.03,22.9,27.2,33.0,33.0,35,0.3886468024967613,,,,,,
잠원동,잠원 동아,신반포로33길 16,991.0,2002.0,90년대형,리모델링,Y,"3, 7",59.92,26.0,27,2025.03,18.9,17.9,27.0,27.0,28.32,0.45060080106809075,,,,,,
잠원동,잠원 동아,신반포로33길 17,991.0,2002.0,90년대형,리모델링,Y,"3, 7",59.8,24.0,24.5,2025.03,20.4,22.7,24.5,24.5,27,0.4096989966555184,,,,,,
잠원동,잠원 브라운스톤,잠원로 46-38,83.0,2003.0,나홀로,기축,Y,"3, 7",84.94,31.0,23,2025.01,20.5,22.5,23.38021680216802,23.38021680216802,-,0.27525567226475184,,,,,,
잠원동,잠원 청구빌라트,잠원로 177,19.0,1996.0,나홀로,기축,N,3,248.78,81.0,19.5,2014.03,-,-,28.43,28.43,-,0.0,,,,,,
잠원동,잠원 청구빌라트,잠원로 178,19.0,1996.0,나홀로,기축,N,3,242.16,79.0,41.5,2023.02,-,42,41.334659601467074,41.334659601467074,58,0.17069152461788517,,,,,,
잠원동,잠원 상지리츠빌카일룸,잠원로 221-19,14.0,2009.0,나홀로,기축,N,"3, 신분당선",200.43,73.0,-,-,-,-,0.0,0.0,-,0.0,,,,,,
잠원동,잠원 상지리츠빌카일룸,잠원로 221-20,14.0,2009.0,나홀로,기축,N,"3, 신분당선",169.73,61.0,24.5,2023.03,-,-,28.43,32.71616541353384,60,0.0,,,,,,
잠원동,잠원 시티,신반포로23길 76,29.0,2017.0,나홀로,기축,Y,"3,7,9",22.77,10.0,-,-,-,-,0.0,0.0,-,0.0,,,,,,
잠원동,잠원 시티,신반포로23길 77,29.0,2017.0,나홀로,기축,Y,"3,7,9",21.17,9.0,5.35,2022.05,-,5.35,5.35,5.35,4.8,0.2527161076995748,,,,,,
잠원동,잠원 시티,신반포로23길 78,29.0,2017.0,나홀로,기축,Y,"3,7,9",20.12,8.0,4.95,2025.03,-,-,4.95,4.95,5,0.24602385685884692,,,,,,
잠원동,잠원 신화,잠원로14길 54,166.0,1997.0,나홀로,기축,Y,"3, 신분당선",84.33,33.0,19,2024.07,-,-,28.43,28.43,25,0.0,,,,,,
잠원동,잠원 신화,잠원로14길 55,166.0,1997.0,나홀로,기축,Y,"3, 신분당선",84.85,32.0,21.9,2025.03,16.3,-,21.9,21.9,23.5,0.2581025338833235,,,,,,
잠원동,잠원 신화,잠원로14길 56,166.0,1997.0,나홀로,기축,Y,"3, 신분당선",81.37,32.0,16.5,2023.04,-,-,28.43,28.43,-,0.0,,,,,,
잠원동,잠원 신화,잠원로14길 57,166.0,1997.0,나홀로,기축,Y,"3, 신분당선",78.89,31.0,-,-,-,-,0.0,0.0,-,0.0,,,,,,
잠원동,잠원 신화,잠원로14길 58,166.0,1997.0,나홀로,기축,Y,"3, 신분당선",57.33,23.0,15.95,2024.12,13.45,-,18.914684014869888,18.914684014869888,18.5,0.32992646110012014,,,,,,
잠원동,잠원 씨제이빌리지,잠원로 130,17.0,2005.0,나홀로,재건축,Y,3,142.67,47.0,-,-,-,-,0.0,0.0,-,0.0,,,,,,
잠원동,잠원 씨제이빌리지,잠원로 131,17.0,2005.0,나홀로,재건축,Y,3,120.73,40.0,-,2017.12,-,-,0.0,0.0,43,0.0,,,,,,
잠원동,잠원 아이비,강남대로95길 81,31.0,2005.0,나홀로,기축,N,"3, 신분당선",115.88,41.0,11.3,2020.06,-,-,28.43,28.43,-,0.0,,,,,,
잠원동,잠원 아이비,강남대로95길 82,31.0,2005.0,나홀로,기축,N,"3, 신분당선",95.58,34.0,11.9,2025.02,-,-,11.9,11.9,-,0.12450303410755388,,,,,,
잠원동,잠원 아이비,강남대로95길 83,31.0,2005.0,나홀로,기축,N,"3, 신분당선",84.96,30.0,9,2020.09,-,-,28.43,21.3,15.3,0.0,,,,,,
잠원동,잠원 아이비,강남대로95길 84,31.0,2005.0,나홀로,기축,N,"3, 신분당선",84.99,30.0,8.6,2019.12,-,-,28.43,28.43,-,0.0,,,,,,
잠원동,잠원 아이비,강남대로95길 85,31.0,2005.0,나홀로,기축,N,"3, 신분당선",77.11,27.0,7.8,2018.08,-,-,28.43,28.43,-,0.0,,,,,,
잠원동,잠원 월드메르디앙,신반포로45길 71,107.0,2002.0,나홀로,기축,N,"3, 신분당선",116.42,44.0,19.7,2024.1,16.15,-,24.030340557275544,24.030340557275544,-,0.206410758952719,,,,,,
잠원동,잠원 월드메르디앙,신반포로45길 72,107.0,2002.0,나홀로,기축,N,"3, 신분당선",84.78,32.0,15.55,2024.06,13.65,-,17.714468864468863,17.714468864468863,19,0.20894631828814417,,,,,,
잠원동,잠원 위브,반포대로 310,49.0,2003.0,나홀로,기축,Y,"3,7,9",84.67,35.0,11.75,2018.01,-,-,28.43,28.43,-,0.0,,,,,,
잠원동,잠원 위브,반포대로 311,49.0,2003.0,나홀로,기축,Y,"3,7,9",69.95,29.0,11.8,2019.07,-,-,28.43,24.9,-,0.0,,,,,,
잠원동,잠원 위브,반포대로 312,49.0,2003.0,나홀로,기축,Y,"3,7,9",65.2,27.0,7.5,2016.08,-,-,28.43,32.71616541353384,22,0.0,,,,,,
잠원동,잠원 위브,반포대로 313,49.0,2003.0,나홀로,기축,Y,"3,7,9",54.74,22.0,16,2025.03,-,-,16.0,16.0,-,0.2922908293752283,,,,,,
잠원동,잠원 위브,반포대로 314,49.0,2003.0,나홀로,기축,Y,"3,7,9",46.95,19.0,-,-,-,-,0.0,0.0,14,0.0,,,,,,
잠원동,잠원 위브,반포대로 315,49.0,2003.0,나홀로,기축,Y,"3,7,9",46.95,19.0,11.8,2025.03,-,-,11.8,11.8,-,0.25133120340788073,,,,,,
잠원동,잠원 중앙하이츠 (A동),잠원로3길 16,18.0,1996.0,90년대형,기축,Y,"3,7,9",229.98,83.0,30,2024.06,30,-,30.0,30.0,-,0.13044612575006523,,,,,,
잠원동,잠원 중앙하이츠 (B동),잠원로3길 20,126.0,1998.0,90년대형,기축,Y,"3,7,9",75.44,31.0,21.2,2025.01,18.2,21.25,21.425840982546866,21.425840982546866,25,0.28401167792347387,,,,,,
잠원동,잠원 중앙하이츠 (B동),잠원로3길 21,126.0,1998.0,90년대형,기축,Y,"3,7,9",59.93,25.0,18.3,2025.02,13.75,-,18.3,18.3,-,0.30535624895711666,,,,,,
잠원동,잠원 킴스빌리지,잠원로3길 6,160.0,1996.0,90년대형,리모델링,Y,"3,7,9",37.58,16.0,-,-,-,-,0.0,0.0,-,0.0,,,,,,
잠원동,잠원 킴스빌리지,잠원로3길 7,160.0,1996.0,90년대형,리모델링,Y,"3,7,9",37.38,16.0,13.4,2025.03,-,-,13.4,13.4,-,0.3584804708400214,,,,,,
잠원동,잠원 킴스빌리지,잠원로3길 8,160.0,1996.0,90년대형,리모델링,Y,"3,7,9",34.23,15.0,11.3,2024.06,-,-,28.43,24.9,13,0.0,,,,,,
잠원동,잠원 킴스빌리지,잠원로3길 9,160.0,1996.0,90년대형,리모델링,Y,"3,7,9",30.9,13.0,9,2024.1,-,11.5,8.29387334744861,8.29387334744861,11,0.2684101406941298,,,,,,
잠원동,잠원 킴스빌리지,잠원로3길 10,160.0,1996.0,90년대형,리모델링,Y,"3,7,9",30.18,13.0,10.34,2025.02,9,11.5,10.34,10.34,11,0.3426110006626905,,,,,,
잠원동,잠원 킴스빌리지,잠원로3길 11,160.0,1996.0,90년대형,리모델링,Y,"3,7,9",23.7,10.0,8.15,2025.02,6.08,-,8.15,8.15,8.5,0.3438818565400844,,,,,,
잠원동,잠원 트루빌,신반포로41길 50,19.0,2004.0,나홀로,기축,N,"3, 신분당선",84.97,30.0,4.35,2011.08,-,-,28.43,21.3,-,0.0,,,,,,
잠원동,잠원 트루빌,신반포로41길 51,19.0,2004.0,나홀로,기축,N,"3, 신분당선",84.96,30.0,9.4,2020.07,-,-,28.43,28.43,-,0.0,,,,,,
잠원동,잠원 트루빌,신반포로41길 52,19.0,2004.0,나홀로,기축,N,"3, 신분당선",84.94,30.0,8.6,2018.09,-,-,28.43,28.43,-,0.0,,,,,,
잠원동,잠원 트루빌,신반포로41길 53,19.0,2004.0,나홀로,기축,N,"3, 신분당선",84.99,30.0,7.75,2020.03,-,-,28.43,28.43,-,0.0,,,,,,
잠원동,잠원 트루빌,신반포로41길 54,19.0,2004.0,나홀로,기축,N,"3, 신분당선",84.7,30.0,10.75,2024.12,-,-,28.43,28.43,15.3,0.0,,,,,,
잠원동,잠원 한신그린,신반포로33길 71,150.0,1993.0,90년대형,기축,Y,3,84.89,29.0,27,2025.03,19,-,27.0,27.0,29.56,0.31805866415361056,,,,,,
잠원동,잠원 한신,잠원로 150,,,,,,3,84.52,28.0,30,2025.03,23.4,28,30.0,30.0,34,0.35494557501183155,,,,재건축,,
잠원동,잠원 현대,잠원로12길 4,238.0,1993.0,90년대형,기축,Y,3,84.52,28.0,24,2025.02,19,22.2,24.0,24.0,30,0.28395646000946523,,,,,,
잠원동,잠원 훼미리,잠원로 202-11,288.0,1992.0,나홀로,리모델링,N,"3, 신분당선",84.83,31.0,-,-,-,-,0.0,0.0,29.8,0.0,,,,,,
잠원동,잠원 훼미리,잠원로 202-12,288.0,1992.0,나홀로,리모델링,N,"3, 신분당선",84.69,31.0,-,-,-,-,0.0,0.0,-,0.0,,,,,,
잠원동,잠원 훼미리,잠원로 202-13,288.0,1992.0,나홀로,리모델링,N,"3, 신분당선",84.9,30.0,21.25,2024.11,19,-,23.766447368421055,23.766447368421055,26,0.2799345979790466,,,,,,
잠원동,잠원 훼미리,잠원로 202-14,288.0,1992.0,나홀로,리모델링,N,"3, 신분당선",84.38,30.0,-,-,-,-,0.0,0.0,26.5,0.0,,,,,,
잠원동,지오빌,잠원로 221-67,14.0,2001.0,나홀로,기축,N,"3, 신분당선",237.56,81.0,-,-,-,-,0.0,0.0,60,0.0,,,,,,
잠원동,지오빌,잠원로 221-68,14.0,2001.0,나홀로,기축,N,"3, 신분당선",231.03,79.0,-,2017.06,-,-,0.0,0.0,60,0.0,,,,재건축,,
잠원동,한강,잠원로 213-10,450.0,1989.0,80년대형,재건축,N,"3, 신분당선",84.53,31.0,32,2025.03,23,-,32.0,32.0,34,0.3785638234946173,,,,,,
잠원동,한강,잠원로 213-11,450.0,1989.0,80년대형,재건축,N,"3, 신분당선",76.68,28.0,22.5,2024.06,-,-,28.43,28.43,-,0.0,,,,,,
잠원동,한신로얄,신반포로33길 64,208.0,1992.0,90년대형,리모델링,Y,3,84.56,28.0,17.9,2023.07,-,-,28.43,24.9,-,0.0,,,,리모델링,,
잠원동,한신로얄,신반포로33길 65,208.0,1992.0,90년대형,리모델링,Y,3,81.05,27.0,22.6,2025.02,18,-,22.6,22.6,27,0.27884022208513265,,,,,,
잠원동,한신로얄,신반포로33길 66,208.0,1992.0,90년대형,리모델링,Y,3,81.23,27.0,21.7,2024.1,18.25,22.75,21.60494204425711,21.60494204425711,-,0.26597244914757,,,,,,
잠원동,한신진일빌라트,잠원로 132,19.0,1996.0,나홀로,재건축,Y,3,209.73,68.0,36,2024.09,-,-,28.43,0.0,-,0.0,,,,,,
잠원동,한신진일빌라트,잠원로 133,19.0,1996.0,나홀로,재건축,Y,3,161.33,52.0,36,2025.03,-,-,36.0,36.0,-,0.22314510630384923,,,,,,
잠원동,한신진일빌라트,잠원로 134,19.0,1996.0,나홀로,재건축,Y,3,148.93,48.0,31.3,2024.11,-,-,28.43,28.43,-,0.0,,,,,,
잠원동,한신타운,나루터로4길 70-5,110.0,1989.0,90년대형,재건축,Y,"3, 7",78.39,29.0,23.9,2025.03,-,-,23.9,23.9,28,0.30488582727388697,,,,,,
잠원동,한신타운,나루터로4길 70-6,110.0,1989.0,90년대형,재건축,Y,"3, 7",72.99,27.0,21.2,2025.03,-,-,21.2,21.2,-,0.2904507466776271,,,,,,
잠원동,한신타운,나루터로4길 70-7,110.0,1989.0,90년대형,재건축,Y,"3, 7",73.94,24.0,20,2025.02,-,-,20.0,20.0,-,0.2704895861509332,,,,,,
잠원동,잠원 현대훼밀리,신반포로 261,113.0,1997.0,90년대형,기축,Y,"3, 7",84.51,31.0,-,-,-,-,0.0,0.0,-,0.0,,,,,,
잠원동,잠원 현대훼밀리,신반포로 262,113.0,1997.0,90년대형,기축,Y,"3, 7",84.52,31.0,24,2025.03,-,-,24.0,24.0,25,0.28395646000946523,,,,,,
잠원동,잠원 현대훼밀리,신반포로 263,113.0,1997.0,90년대형,기축,Y,"3, 7",59.56,22.0,18.9,2025.03,14.6,-,18.9,18.9,20,0.3173270651443922,,,,,,
잠원동,현대실크빌라트,신반포로33길 50,19.0,1999.0,나홀로,기축,Y,"3, 7",244.89,86.0,21,2019.11,-,-,28.43,28.43,48,0.0,,,,,,
